Activity,Type,Start,Finish,Details
Feeding,Bottle,"2025-02-04, 09:15","2025-02-04, 09:30","70ml, formula"
Feeding,Bottle,"2025-02-04, 06:15","2025-02-04, 06:45","61ml, formula"
Feeding,Bottle,"2025-02-04, 02:55","2025-02-04, 03:10","37ml, formula"
Feeding,Bottle,"2025-02-03, 23:00","2025-02-03, 23:30","47ml, formula"
Feeding,Bottle,"2025-02-03, 19:50","2025-02-03, 20:50","139ml, formula"
Feeding,Bottle,"2025-02-03, 17:00","2025-02-03, 17:30","64ml, formula"
Feeding,Bottle,"2025-02-03, 14:40","2025-02-03, 15:10","74ml, formula"
Feeding,Bottle,"2025-02-03, 12:45","2025-02-03, 13:15","94ml, formula"
Feeding,Bottle,"2025-02-03, 09:10","2025-02-03, 09:40","116ml, formula"
Feeding,Bottle,"2025-02-03, 05:40","2025-02-03, 06:00","50ml, formula"
Feeding,Bottle,"2025-02-03, 02:45","2025-02-03, 03:00","41ml, formula"
Feeding,Bottle,"2025-02-02, 22:20","2025-02-02, 22:30","48ml, formula"
Feeding,Bottle,"2025-02-02, 20:40","2025-02-02, 21:10","67ml, formula"
Feeding,Bottle,"2025-02-02, 19:15","2025-02-02, 19:30","53ml, formula"
Feeding,Bottle,"2025-02-02, 17:30","2025-02-02, 18:00","166ml, formula"
Feeding,Bottle,"2025-02-02, 15:25","2025-02-02, 15:40","75ml, formula"
Feeding,Bottle,"2025-02-02, 13:15","2025-02-02, 13:30","67ml, formula"
Feeding,Bottle,"2025-02-02, 10:30","2025-02-02, 11:00","97ml, formula"
Feeding,Bottle,"2025-02-02, 06:50","2025-02-02, 07:05","52ml, formula"
Feeding,Bottle,"2025-02-02, 03:55","2025-02-02, 04:30","73ml, formula"
Feeding,Bottle,"2025-02-02, 01:00","2025-02-02, 01:10","38ml, formula"
Feeding,Bottle,"2025-02-01, 21:05","2025-02-01, 21:35","128ml, formula"
Feeding,Bottle,"2025-02-01, 19:45","2025-02-01, 20:00","58ml, formula"
Feeding,Bottle,"2025-02-01, 18:20","2025-02-01, 18:50","69ml, formula"
Feeding,Bottle,"2025-02-01, 16:00","2025-02-01, 16:30","145ml, formula"
Feeding,Bottle,"2025-02-01, 13:30","2025-02-01, 14:00","96ml, formula"
Feeding,Bottle,"2025-02-01, 10:45","2025-02-01, 11:25","125ml, formula"
Feeding,Bottle,"2025-02-01, 08:00","2025-02-01, 08:15","62ml, formula"
Feeding,Bottle,"2025-02-01, 03:55","2025-02-01, 04:30","79ml, formula"
Feeding,Bottle,"2025-02-01, 00:25","2025-02-01, 00:35","30ml, formula"
Feeding,Bottle,"2025-01-31, 20:35","2025-01-31, 22:00","95ml, formula"
Feeding,Bottle,"2025-01-31, 18:20","2025-01-31, 18:50","138ml, formula"
Feeding,Bottle,"2025-01-31, 15:50","2025-01-31, 16:25","102ml, formula"
Feeding,Bottle,"2025-01-31, 13:30","2025-01-31, 14:00","68ml, formula"
Feeding,Bottle,"2025-01-31, 11:15","2025-01-31, 11:40","84ml, formula"
Feeding,Bottle,"2025-01-31, 09:00","2025-01-31, 09:30","83ml, formula"
Feeding,Bottle,"2025-01-31, 06:05","2025-01-31, 06:35","43ml, formula"
Feeding,Bottle,"2025-01-31, 03:20","2025-01-31, 03:50","86ml, formula"
Feeding,Bottle,"2025-01-30, 23:40","2025-01-31, 00:00","35ml, formula"
Feeding,Bottle,"2025-01-30, 20:10","2025-01-30, 20:50","107ml, formula"
Feeding,Bottle,"2025-01-30, 18:15","2025-01-30, 18:45","89ml, formula"
Feeding,Bottle,"2025-01-30, 16:05","2025-01-30, 17:00","111ml, formula"
Feeding,Bottle,"2025-01-30, 13:15","2025-01-30, 13:45","141ml, formula"
Feeding,Bottle,"2025-01-30, 09:45","2025-01-30, 10:15","74ml, formula"
Feeding,Bottle,"2025-01-30, 08:15","2025-01-30, 08:45","71ml, formula"
Feeding,Bottle,"2025-01-30, 04:35","2025-01-30, 05:20","77ml, formula"
Feeding,Bottle,"2025-01-30, 01:15","2025-01-30, 01:45","46ml, formula"
Feeding,Bottle,"2025-01-29, 21:30","2025-01-29, 21:50","76ml, formula"
Feeding,Bottle,"2025-01-29, 19:10","2025-01-29, 19:50","145ml, formula"
Feeding,Bottle,"2025-01-29, 16:15","2025-01-29, 16:45","95ml, formula"
Feeding,Bottle,"2025-01-29, 14:00","2025-01-29, 14:30","122ml, formula"
Feeding,Bottle,"2025-01-29, 11:30","2025-01-29, 12:00","114ml, formula"
Feeding,Bottle,"2025-01-29, 08:45","2025-01-29, 09:30","97ml, formula"
Feeding,Bottle,"2025-01-29, 05:30","2025-01-29, 05:45","62ml, formula"
Feeding,Bottle,"2025-01-29, 02:00","2025-01-29, 02:45","107ml, formula"
Feeding,Bottle,"2025-01-28, 21:15","2025-01-28, 21:34","48ml, formula"
Feeding,Bottle,"2025-01-28, 19:30","2025-01-28, 20:00","133ml, formula"
Feeding,Bottle,"2025-01-28, 17:45","2025-01-28, 18:10","91ml, formula"
Feeding,Bottle,"2025-01-28, 15:30","2025-01-28, 15:50","113ml, formula"
Feeding,Bottle,"2025-01-28, 12:10","2025-01-28, 12:30","76ml, formula"
Feeding,Bottle,"2025-01-28, 09:00","2025-01-28, 10:00","81ml, formula"
Feeding,Bottle,"2025-01-28, 06:00","2025-01-28, 06:30","66ml, formula"
Feeding,Bottle,"2025-01-28, 02:35","2025-01-28, 03:05","47ml, formula"
Feeding,Bottle,"2025-01-27, 23:05","2025-01-27, 23:40","56ml, formula"
Feeding,Bottle,"2025-01-27, 20:30","2025-01-27, 21:00","102ml, formula"
Feeding,Bottle,"2025-01-27, 18:45","2025-01-27, 19:10","110ml, formula"
Feeding,Bottle,"2025-01-27, 16:15","2025-01-27, 16:35","43ml, formula"
Feeding,Bottle,"2025-01-27, 14:55","2025-01-27, 15:15","71ml, formula"
Feeding,Bottle,"2025-01-27, 12:40","2025-01-27, 13:00","62ml, formula"
Feeding,Bottle,"2025-01-27, 10:15","2025-01-27, 10:35","116ml, formula"
Feeding,Bottle,"2025-01-27, 06:55","2025-01-27, 07:15","50ml, formula"
Feeding,Bottle,"2025-01-27, 03:15","2025-01-27, 03:45","92ml, formula"
Feeding,Bottle,"2025-01-27, 00:15","2025-01-27, 00:45","62ml, formula"
Feeding,Bottle,"2025-01-26, 20:35","2025-01-26, 21:25","136ml, formula"
Feeding,Bottle,"2025-01-26, 17:45","2025-01-26, 18:10","118ml, formula"
Feeding,Bottle,"2025-01-26, 15:00","2025-01-26, 15:30","118ml, formula"
Feeding,Bottle,"2025-01-26, 12:15","2025-01-26, 12:35","138ml, formula"
Feeding,Bottle,"2025-01-26, 09:30","2025-01-26, 10:00","101ml, formula"
Feeding,Bottle,"2025-01-26, 05:45","2025-01-26, 06:10","83ml, formula"
Feeding,Bottle,"2025-01-26, 02:00","2025-01-26, 02:30","98ml, formula"
Feeding,Bottle,"2025-01-25, 22:00","2025-01-25, 22:30","83ml, formula"
Feeding,Bottle,"2025-01-25, 20:30","2025-01-25, 21:00","65ml, formula"
Feeding,Bottle,"2025-01-25, 19:00","2025-01-25, 19:20","83ml, formula"
Feeding,Bottle,"2025-01-25, 16:55","2025-01-25, 17:15","100ml, formula"
Feeding,Bottle,"2025-01-25, 15:00","2025-01-25, 15:30","71ml, formula"
Feeding,Bottle,"2025-01-25, 13:45","2025-01-25, 14:10","122ml, formula"
Feeding,Bottle,"2025-01-25, 11:15","2025-01-25, 11:45","72ml, formula"
Feeding,Bottle,"2025-01-25, 08:30","2025-01-25, 09:00","98ml, formula"
Feeding,Bottle,"2025-01-25, 04:45","2025-01-25, 05:15","67ml, formula"
Feeding,Bottle,"2025-01-25, 02:00","2025-01-25, 02:20","50ml, formula"
Feeding,Bottle,"2025-01-24, 22:00","2025-01-24, 22:40","94ml, formula"
Feeding,Bottle,"2025-01-24, 20:00","2025-01-24, 20:30","144ml, formula"
Feeding,Bottle,"2025-01-24, 17:10","2025-01-24, 17:50","97ml, formula"
Feeding,Bottle,"2025-01-24, 14:30","2025-01-24, 15:00","111ml, formula"
Feeding,Bottle,"2025-01-24, 11:30","2025-01-24, 12:00","95ml, formula"
Feeding,Bottle,"2025-01-24, 09:00","2025-01-24, 09:30","91ml, formula"
Feeding,Bottle,"2025-01-24, 05:55","2025-01-24, 06:30","65ml, formula"
Feeding,Bottle,"2025-01-24, 02:55","2025-01-24, 03:30","63ml, formula"
Feeding,Bottle,"2025-01-23, 23:05","2025-01-23, 23:30","88ml, formula"
Feeding,Bottle,"2025-01-23, 20:05","2025-01-23, 20:35","130ml, formula"
Feeding,Bottle,"2025-01-23, 17:15","2025-01-23, 17:45","101ml, formula"
Feeding,Bottle,"2025-01-23, 15:00","2025-01-23, 15:30","67ml, formula"
Feeding,Bottle,"2025-01-23, 12:45","2025-01-23, 13:04","81ml, formula"
Feeding,Bottle,"2025-01-23, 10:00","2025-01-23, 10:30","106ml, formula"
Feeding,Bottle,"2025-01-23, 06:30","2025-01-23, 07:00","47ml, formula"
Feeding,Bottle,"2025-01-23, 03:30","2025-01-23, 04:00","73ml, formula"
Feeding,Bottle,"2025-01-22, 23:45","2025-01-22, 23:55","13ml, formula"
Feeding,Bottle,"2025-01-22, 20:45","2025-01-22, 22:15","147ml, formula"
Feeding,Bottle,"2025-01-22, 17:45","2025-01-22, 19:25","135ml, formula"
Feeding,Bottle,"2025-01-22, 14:45","2025-01-22, 15:15","104ml, formula"
Feeding,Bottle,"2025-01-22, 11:50","2025-01-22, 12:20","147ml, formula"
Feeding,Bottle,"2025-01-22, 08:10","2025-01-22, 08:20","84ml, formula"
Feeding,Bottle,"2025-01-22, 05:10","2025-01-22, 05:20","39ml, formula"
Feeding,Bottle,"2025-01-22, 01:30","2025-01-22, 02:00","68ml, formula"
Feeding,Bottle,"2025-01-21, 21:10","2025-01-21, 21:30","42ml, formula"
Feeding,Bottle,"2025-01-21, 18:50","2025-01-21, 19:20","128ml, formula"
Feeding,Bottle,"2025-01-21, 16:15","2025-01-21, 16:45","150ml, formula"
Feeding,Bottle,"2025-01-21, 13:30","2025-01-21, 14:00","70ml, formula"
Feeding,Bottle,"2025-01-21, 11:15","2025-01-21, 11:45","85ml, formula"
Feeding,Bottle,"2025-01-21, 08:30","2025-01-21, 09:00","137ml, formula"
Feeding,Bottle,"2025-01-21, 05:50","2025-01-21, 06:20","67ml, formula"
Feeding,Bottle,"2025-01-21, 02:45","2025-01-21, 03:15","57ml, formula"
Feeding,Bottle,"2025-01-20, 23:30","2025-01-21, 00:00","48ml, formula"
Feeding,Bottle,"2025-01-20, 22:00","2025-01-20, 22:30","56ml, formula"
Feeding,Bottle,"2025-01-20, 20:20","2025-01-20, 20:55","78ml, formula"
Feeding,Bottle,"2025-01-20, 18:45","2025-01-20, 19:15","65ml, formula"
Feeding,Bottle,"2025-01-20, 15:50","2025-01-20, 16:25","95ml, formula"
Feeding,Bottle,"2025-01-20, 13:40","2025-01-20, 14:10","69ml, formula"
Feeding,Bottle,"2025-01-20, 10:50","2025-01-20, 11:20","50ml, formula"
Feeding,Bottle,"2025-01-20, 08:50","2025-01-20, 09:20","114ml, formula"
Feeding,Bottle,"2025-01-20, 05:30","2025-01-20, 05:50","115ml, formula"
Feeding,Bottle,"2025-01-20, 01:45","2025-01-20, 02:15","110ml, formula"
Feeding,Bottle,"2025-01-19, 21:50","2025-01-19, 22:20","91ml, formula"
Feeding,Bottle,"2025-01-19, 19:25","2025-01-19, 19:50","58ml, formula"
Feeding,Bottle,"2025-01-19, 17:00","2025-01-19, 17:30","96ml, formula"
Feeding,Bottle,"2025-01-19, 15:15","2025-01-19, 15:45","92ml, formula"
Feeding,Bottle,"2025-01-19, 12:15","2025-01-19, 12:45","72ml, formula"
Feeding,Bottle,"2025-01-19, 09:05","2025-01-19, 09:30","121ml, formula"
Feeding,Bottle,"2025-01-19, 06:50","2025-01-19, 07:20","47ml, formula"
Feeding,Bottle,"2025-01-19, 03:20","2025-01-19, 03:50","82ml, formula"
Feeding,Bottle,"2025-01-19, 00:45","2025-01-19, 01:00","66ml, formula"
Feeding,Bottle,"2025-01-18, 21:15","2025-01-18, 21:25","74ml, formula"
Feeding,Bottle,"2025-01-18, 19:45","2025-01-18, 20:15","63ml, formula"
Feeding,Bottle,"2025-01-18, 17:50","2025-01-18, 18:20","87ml, formula"
Feeding,Bottle,"2025-01-18, 15:40","2025-01-18, 15:55","85ml, formula"
Feeding,Bottle,"2025-01-18, 12:45","2025-01-18, 13:00","81ml, formula"
Feeding,Bottle,"2025-01-18, 09:00","2025-01-18, 09:30","56ml, formula"
Feeding,Bottle,"2025-01-18, 06:30","2025-01-18, 06:55","46ml, formula"
Feeding,Bottle,"2025-01-18, 03:00","2025-01-18, 03:30","53ml, formula"
Feeding,Bottle,"2025-01-17, 23:40","2025-01-18, 00:00","56ml, formula"
Feeding,Bottle,"2025-01-17, 20:20","2025-01-17, 21:15","122ml, formula"
Feeding,Bottle,"2025-01-17, 18:30","2025-01-17, 19:00","90ml, formula"
Feeding,Bottle,"2025-01-17, 15:15","2025-01-17, 15:45","77ml, formula"
Feeding,Bottle,"2025-01-17, 12:15","2025-01-17, 12:45","58ml, formula"
Feeding,Bottle,"2025-01-17, 09:30","2025-01-17, 10:00","67ml, formula"
Feeding,Bottle,"2025-01-17, 06:25","2025-01-17, 06:45","58ml, formula"
Feeding,Bottle,"2025-01-17, 03:40","2025-01-17, 04:05","76ml, formula"
Feeding,Bottle,"2025-01-17, 00:00","2025-01-17, 00:15","29ml, formula"
Feeding,Bottle,"2025-01-16, 22:00","2025-01-16, 22:10","11ml, formula"
Feeding,Bottle,"2025-01-16, 20:45","2025-01-16, 21:45","74ml, formula"
Feeding,Bottle,"2025-01-16, 18:05","2025-01-16, 18:50","112ml, formula"
Feeding,Bottle,"2025-01-16, 15:20","2025-01-16, 15:40","141ml, formula"
Feeding,Bottle,"2025-01-16, 12:15","2025-01-16, 12:45","67ml, formula"
Feeding,Bottle,"2025-01-16, 09:45","2025-01-16, 10:15","111ml, formula"
Feeding,Bottle,"2025-01-16, 06:35","2025-01-16, 07:15","79ml, formula"
Feeding,Bottle,"2025-01-16, 03:50","2025-01-16, 04:20","104ml, formula"
Feeding,Bottle,"2025-01-16, 00:45","2025-01-16, 01:15","51ml, formula"
Feeding,Bottle,"2025-01-15, 21:00","2025-01-15, 21:30","54ml, formula"
Feeding,Bottle,"2025-01-15, 18:45","2025-01-15, 19:15","84ml, formula"
Feeding,Bottle,"2025-01-15, 16:40","2025-01-15, 17:00","59ml, formula"
Feeding,Bottle,"2025-01-15, 13:50","2025-01-15, 14:30","76ml, formula"
Feeding,Bottle,"2025-01-15, 11:34","2025-01-15, 12:05","82ml, formula"
Feeding,Bottle,"2025-01-15, 07:20","2025-01-15, 09:00","106ml, formula"
Feeding,Bottle,"2025-01-15, 04:05","2025-01-15, 04:40","79ml, formula"
Feeding,Bottle,"2025-01-15, 01:30","2025-01-15, 01:50","38ml, formula"
Feeding,Bottle,"2025-01-14, 21:00","2025-01-14, 21:40","118ml, formula"
Feeding,Bottle,"2025-01-14, 17:20","2025-01-14, 18:50","92ml, formula"
Feeding,Bottle,"2025-01-14, 15:15","2025-01-14, 15:30","85ml, formula"
Feeding,Bottle,"2025-01-14, 12:20","2025-01-14, 12:45","74ml, formula"
Feeding,Bottle,"2025-01-14, 09:55","2025-01-14, 10:20","59ml, formula"
Feeding,Bottle,"2025-01-14, 06:45","2025-01-14, 07:15","53ml, formula"
Feeding,Bottle,"2025-01-14, 04:30","2025-01-14, 04:50","25ml, formula"
Feeding,Bottle,"2025-01-14, 02:00","2025-01-14, 02:25","51ml, formula"
Feeding,Bottle,"2025-01-13, 21:15","2025-01-13, 22:00","75ml, formula"
Feeding,Bottle,"2025-01-13, 19:05","2025-01-13, 19:30","68ml, formula"
Feeding,Bottle,"2025-01-13, 16:45","2025-01-13, 17:15","84ml, formula"
Feeding,Bottle,"2025-01-13, 14:30","2025-01-13, 14:50","69ml, formula"
Feeding,Bottle,"2025-01-13, 11:50","2025-01-13, 12:10","83ml, formula"
Feeding,Bottle,"2025-01-13, 09:45","2025-01-13, 10:00","87ml, formula"
Feeding,Bottle,"2025-01-13, 06:15","2025-01-13, 06:40","80ml, formula"
Feeding,Bottle,"2025-01-13, 03:05","2025-01-13, 03:21","78ml, formula"
Feeding,Bottle,"2025-01-13, 00:15","2025-01-13, 00:30","27ml, formula"
Feeding,Bottle,"2025-01-12, 22:25","2025-01-12, 22:40","10ml, formula"
Feeding,Bottle,"2025-01-12, 20:30","2025-01-12, 21:00","64ml, formula"
Feeding,Bottle,"2025-01-12, 17:00","2025-01-12, 17:45","97ml, formula"
Feeding,Bottle,"2025-01-12, 15:00","2025-01-12, 15:30","68ml, formula"
Feeding,Bottle,"2025-01-12, 11:55","2025-01-12, 12:40","88ml, formula"
Feeding,Bottle,"2025-01-12, 08:50","2025-01-12, 09:10","68ml, formula"
Feeding,Bottle,"2025-01-12, 07:25","2025-01-12, 07:40","29ml, formula"
Feeding,Bottle,"2025-01-12, 05:00","2025-01-12, 05:20","38ml, formula"
Feeding,Bottle,"2025-01-12, 01:30","2025-01-12, 02:00","46ml, formula"
Feeding,Bottle,"2025-01-11, 22:00","2025-01-11, 22:40","102ml, formula"
Feeding,Bottle,"2025-01-11, 20:10","2025-01-11, 20:40","56ml, formula"
Feeding,Bottle,"2025-01-11, 17:45","2025-01-11, 18:10","70ml, formula"
Feeding,Bottle,"2025-01-11, 15:00","2025-01-11, 15:30","73ml, formula"
Feeding,Bottle,"2025-01-11, 12:30","2025-01-11, 12:55","58ml, formula"
Feeding,Bottle,"2025-01-11, 10:15","2025-01-11, 10:30","104ml, formula"
Feeding,Bottle,"2025-01-11, 07:00","2025-01-11, 07:30","52ml, formula"
Feeding,Bottle,"2025-01-11, 03:30","2025-01-11, 03:45","91ml, formula"
Feeding,Bottle,"2025-01-11, 00:00","2025-01-11, 00:15","32ml, formula"
Feeding,Bottle,"2025-01-10, 21:15","2025-01-10, 21:30","45ml, formula"
Feeding,Bottle,"2025-01-10, 18:45","2025-01-10, 18:55","24ml, formula"
Feeding,Bottle,"2025-01-10, 17:30","2025-01-10, 18:00","114ml, formula"
Feeding,Bottle,"2025-01-10, 15:10","2025-01-10, 15:45","76ml, formula"
Feeding,Bottle,"2025-01-10, 12:30","2025-01-10, 12:45","72ml, formula"
Feeding,Bottle,"2025-01-10, 10:05","2025-01-10, 10:25","62ml, formula"
Feeding,Bottle,"2025-01-10, 06:40","2025-01-10, 07:00","62ml, formula"
Feeding,Bottle,"2025-01-10, 03:00","2025-01-10, 03:30","57ml, formula"
Feeding,Bottle,"2025-01-09, 23:45","2025-01-10, 00:00","26ml, formula"
Feeding,Bottle,"2025-01-09, 20:30","2025-01-09, 21:00","76ml, formula"
Feeding,Bottle,"2025-01-09, 17:30","2025-01-09, 17:50","97ml, formula"
Feeding,Bottle,"2025-01-09, 15:45","2025-01-09, 16:00","42ml, formula"
Feeding,Bottle,"2025-01-09, 14:30","2025-01-09, 14:45","44ml, formula"
Feeding,Bottle,"2025-01-09, 11:40","2025-01-09, 12:00","64ml, formula"
Feeding,Bottle,"2025-01-09, 07:50","2025-01-09, 08:20","59ml, formula"
Feeding,Bottle,"2025-01-09, 03:50","2025-01-09, 04:05","46ml, formula"
Feeding,Bottle,"2025-01-09, 00:50","2025-01-09, 01:00","29ml, formula"
Feeding,Bottle,"2025-01-08, 22:15","2025-01-08, 22:35","36ml, formula"
Feeding,Bottle,"2025-01-08, 19:50","2025-01-08, 20:10","70ml, formula"
Feeding,Bottle,"2025-01-08, 18:00","2025-01-08, 18:30","68ml, formula"
Feeding,Bottle,"2025-01-08, 14:15","2025-01-08, 14:30","67ml, formula"
Feeding,Bottle,"2025-01-08, 11:15","2025-01-08, 11:30","85ml, formula"
Feeding,Bottle,"2025-01-08, 08:30","2025-01-08, 08:45","67ml, formula"
Feeding,Bottle,"2025-01-08, 05:15","2025-01-08, 05:30","62ml, formula"
Feeding,Bottle,"2025-01-08, 01:30","2025-01-08, 02:00","80ml, formula"
Feeding,Bottle,"2025-01-07, 22:50","2025-01-07, 23:00","29ml, formula"
Feeding,Bottle,"2025-01-07, 21:30","2025-01-07, 22:00","78ml, formula"
Feeding,Bottle,"2025-01-07, 19:45","2025-01-07, 20:00","34ml, formula"
Feeding,Bottle,"2025-01-07, 17:15","2025-01-07, 17:30","44ml, formula"
Feeding,Bottle,"2025-01-07, 16:00","2025-01-07, 16:10","49ml, formula"
Feeding,Bottle,"2025-01-07, 13:15","2025-01-07, 13:30","63ml, formula"
Feeding,Bottle,"2025-01-07, 09:15","2025-01-07, 09:30","92ml, formula"
Feeding,Bottle,"2025-01-07, 06:30","2025-01-07, 06:45","82ml, formula"
Feeding,Bottle,"2025-01-07, 03:15","2025-01-07, 03:30","38ml, formula"
Feeding,Bottle,"2025-01-07, 00:00","2025-01-07, 00:15","67ml, formula"
Feeding,Bottle,"2025-01-06, 21:00","2025-01-06, 21:30","102ml, formula"
Feeding,Bottle,"2025-01-06, 18:30","2025-01-06, 18:45","68ml, formula"
Feeding,Bottle,"2025-01-06, 15:10","2025-01-06, 15:25","67ml, formula"
Feeding,Bottle,"2025-01-06, 12:40","2025-01-06, 12:50","56ml, formula"
Feeding,Bottle,"2025-01-06, 10:00","2025-01-06, 10:15","52ml, formula"
Feeding,Bottle,"2025-01-06, 07:30","2025-01-06, 07:45","44ml, formula"
Feeding,Bottle,"2025-01-06, 05:25","2025-01-06, 05:40","31ml, formula"
Feeding,Bottle,"2025-01-06, 02:10","2025-01-06, 02:25","48ml, formula"
Feeding,Bottle,"2025-01-05, 22:45","2025-01-05, 23:00","33ml, formula"
Feeding,Bottle,"2025-01-05, 20:20","2025-01-05, 20:40","96ml, formula"
Feeding,Bottle,"2025-01-05, 17:30","2025-01-05, 17:45","70ml, formula"
Feeding,Bottle,"2025-01-05, 14:30","2025-01-05, 15:00","86ml, formula"
Feeding,Bottle,"2025-01-05, 11:30","2025-01-05, 12:00","90ml, formula"
Feeding,Bottle,"2025-01-05, 08:00","2025-01-05, 08:40","105ml, formula"
Feeding,Bottle,"2025-01-05, 05:15","2025-01-05, 05:30","29ml, formula"
Feeding,Bottle,"2025-01-05, 02:15","2025-01-05, 02:30","32ml, formula"
Feeding,Bottle,"2025-01-04, 22:30","2025-01-04, 23:00","119ml, formula"
Feeding,Bottle,"2025-01-04, 20:30","2025-01-04, 20:45","141ml, formula"
Feeding,Bottle,"2025-01-04, 17:30","2025-01-04, 17:45","83ml, formula"
Feeding,Bottle,"2025-01-04, 14:30","2025-01-04, 14:45","37ml, formula"
Feeding,Bottle,"2025-01-04, 12:00","2025-01-04, 12:15","65ml, formula"
Feeding,Bottle,"2025-01-04, 09:00","2025-01-04, 09:15","92ml, formula"
Feeding,Bottle,"2025-01-04, 06:00","2025-01-04, 06:15","71ml, formula"
Feeding,Bottle,"2025-01-04, 03:00","2025-01-04, 03:15","53ml, formula"
Feeding,Bottle,"2025-01-04, 00:00","2025-01-04, 00:15","76ml, formula"
Feeding,Bottle,"2025-01-03, 20:50","2025-01-03, 21:05","69ml, formula"
Feeding,Right breast,"2025-01-03, 20:40","2025-01-03, 20:50",
Feeding,Left breast,"2025-01-03, 20:30","2025-01-03, 20:40",
Feeding,Bottle,"2025-01-03, 17:30","2025-01-03, 17:45","94ml, formula"
Feeding,Bottle,"2025-01-03, 16:15","2025-01-03, 16:30","46ml, formula"
Feeding,Bottle,"2025-01-03, 13:30","2025-01-03, 13:45","51ml, formula"
Feeding,Bottle,"2025-01-03, 12:15","2025-01-03, 12:30","94ml, formula"
Feeding,Bottle,"2025-01-03, 08:15","2025-01-03, 08:30","82ml, formula"
Feeding,Bottle,"2025-01-03, 04:15","2025-01-03, 04:30","90ml, formula"
Feeding,Bottle,"2025-01-03, 00:15","2025-01-03, 00:30","64ml, formula"
Feeding,Left breast,"2025-01-03, 00:00","2025-01-03, 00:10",
Feeding,Bottle,"2025-01-02, 22:00","2025-01-02, 22:15","46ml, formula"
Feeding,Bottle,"2025-01-02, 20:00","2025-01-02, 20:15","89ml, formula"
Feeding,Bottle,"2025-01-02, 16:00","2025-01-02, 16:15","85ml, formula"
Feeding,Bottle,"2025-01-02, 13:00","2025-01-02, 13:15","89ml, formula"
Feeding,Bottle,"2025-01-02, 09:00","2025-01-02, 09:15","82ml, formula"
Feeding,Right breast,"2025-01-02, 08:50","2025-01-02, 09:00",
Feeding,Bottle,"2025-01-02, 05:15","2025-01-02, 05:30","97ml, formula"
Feeding,Bottle,"2025-01-02, 01:30","2025-01-02, 01:45","77ml, formula"
Feeding,Bottle,"2025-01-01, 22:15","2025-01-01, 22:30","61ml, formula"
Feeding,Bottle,"2025-01-01, 20:30","2025-01-01, 20:45","54ml, formula"
Feeding,Bottle,"2025-01-01, 17:00","2025-01-01, 17:15","75ml, formula"
Feeding,Right breast,"2025-01-01, 16:45","2025-01-01, 16:55",
Feeding,Bottle,"2025-01-01, 15:00","2025-01-01, 15:15","59ml, formula"
Feeding,Left breast,"2025-01-01, 14:45","2025-01-01, 14:55",
Feeding,Bottle,"2025-01-01, 11:00","2025-01-01, 11:15","59ml, formula"
Feeding,Bottle,"2025-01-01, 07:45","2025-01-01, 08:00","61ml, formula"
Feeding,Bottle,"2025-01-01, 04:15","2025-01-01, 04:30","36ml, formula"
Feeding,Bottle,"2025-01-01, 01:00","2025-01-01, 01:15","44ml, formula"
