Activity,Type,Start,Finish,Details,,,
Feeding,Bottle,"2025-02-21, 11:05","2025-02-21, 11:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-21, 08:35","2025-02-21, 08:50","90ml, formula",,,90
Feeding,Bottle,"2025-02-21, 05:00","2025-02-21, 05:30","85ml, formula",,,85
Feeding,Bottle,"2025-02-21, 01:40","2025-02-21, 01:50","20ml, formula",,,20
Feeding,Bottle,"2025-02-20, 22:05","2025-02-20, 22:25","90ml, formula",,,90
Feeding,Bottle,"2025-02-20, 19:45","2025-02-20, 20:00","90ml, formula",,,90
Feeding,Bottle,"2025-02-20, 17:15","2025-02-20, 17:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-20, 15:00","2025-02-20, 15:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-20, 11:40","2025-02-20, 12:00","85ml, formula",,,85
Feeding,Bottle,"2025-02-20, 08:30","2025-02-20, 08:50","100ml, formula",,,100
Feeding,Bottle,"2025-02-20, 05:25","2025-02-20, 05:40","50ml, formula",,,50
Feeding,Bottle,"2025-02-20, 02:25","2025-02-20, 02:44","65ml, formula",,,65
Feeding,Bottle,"2025-02-19, 22:45","2025-02-19, 23:04","90ml, formula",,,90
Feeding,Bottle,"2025-02-19, 20:40","2025-02-19, 20:55","30ml, formula",,,30
Feeding,Bottle,"2025-02-19, 18:50","2025-02-19, 19:10","90ml, formula",,,90
Feeding,Bottle,"2025-02-19, 17:05","2025-02-19, 17:15","60ml, formula",,,60
Feeding,Bottle,"2025-02-19, 15:20","2025-02-19, 15:40","100ml, formula",,,100
Feeding,Bottle,"2025-02-19, 12:30","2025-02-19, 12:45","70ml, formula",,,70
Feeding,Bottle,"2025-02-19, 10:20","2025-02-19, 10:40","90ml, formula",,,90
Feeding,Bottle,"2025-02-19, 08:20","2025-02-19, 08:43","90ml, formula",,,90
Feeding,Bottle,"2025-02-19, 04:30","2025-02-19, 05:00","75ml, formula",,,75
Feeding,Bottle,"2025-02-18, 22:50","2025-02-18, 23:15","60ml, formula",,,60
Feeding,Bottle,"2025-02-18, 20:20","2025-02-18, 20:30","100ml, formula",,,100
Feeding,Bottle,"2025-02-18, 18:15","2025-02-18, 18:30","90ml, formula",,,90
Feeding,Bottle,"2025-02-18, 16:45","2025-02-18, 17:05","110ml, formula",,,110
Feeding,Bottle,"2025-02-18, 14:00","2025-02-18, 14:25","90ml, formula",,,90
Feeding,Bottle,"2025-02-18, 11:20","2025-02-18, 11:50","90ml, formula",,,90
Feeding,Bottle,"2025-02-18, 07:30","2025-02-18, 08:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-18, 03:40","2025-02-18, 03:50","60ml, formula",,,60
Feeding,Bottle,"2025-02-17, 23:55","2025-02-18, 00:15","25ml, formula",,,25
Feeding,Bottle,"2025-02-17, 20:30","2025-02-17, 20:45","90ml, formula",,,90
Feeding,Bottle,"2025-02-17, 18:10","2025-02-17, 18:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-17, 16:15","2025-02-17, 16:25","70ml, formula",,,70
Feeding,Bottle,"2025-02-17, 14:30","2025-02-17, 15:00","70ml, formula",,,70
Feeding,Bottle,"2025-02-17, 13:00","2025-02-17, 13:20","70ml, formula",,,70
Feeding,Bottle,"2025-02-17, 09:45","2025-02-17, 10:15","90ml, formula",,,90
Feeding,Bottle,"2025-02-17, 06:55","2025-02-17, 07:25","90ml, formula",,,90
Feeding,Bottle,"2025-02-17, 03:30","2025-02-17, 03:40","30ml, formula",,,30
Feeding,Bottle,"2025-02-16, 23:40","2025-02-16, 23:55","40ml, formula",,,40
Feeding,Bottle,"2025-02-16, 20:10","2025-02-16, 20:30","130ml, formula",,,130
Feeding,Bottle,"2025-02-16, 19:10","2025-02-16, 19:25","50ml, formula",,,50
Feeding,Bottle,"2025-02-16, 17:00","2025-02-16, 17:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-16, 14:50","2025-02-16, 15:10","100ml, formula",,,100
Feeding,Bottle,"2025-02-16, 12:15","2025-02-16, 12:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-16, 08:45","2025-02-16, 09:15","100ml, formula",,,100
Feeding,Bottle,"2025-02-16, 06:00","2025-02-16, 06:20","50ml, formula",,,50
Feeding,Bottle,"2025-02-16, 02:15","2025-02-16, 02:45","80ml, formula",,,80
Feeding,Bottle,"2025-02-15, 22:50","2025-02-15, 23:04","60ml, formula",,,60
Feeding,Bottle,"2025-02-15, 19:00","2025-02-15, 19:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-15, 16:45","2025-02-15, 17:15","110ml, formula",,,110
Feeding,Bottle,"2025-02-15, 14:15","2025-02-15, 14:45","140ml, formula",,,140
Feeding,Bottle,"2025-02-15, 12:00","2025-02-15, 12:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-15, 09:10","2025-02-15, 09:44","100ml, formula",,,100
Feeding,Bottle,"2025-02-15, 07:10","2025-02-15, 07:30","50ml, formula",,,50
Feeding,Bottle,"2025-02-15, 04:00","2025-02-15, 04:15","90ml, formula",,,90
Feeding,Bottle,"2025-02-15, 00:35","2025-02-15, 01:05","50ml, formula",,,50
Feeding,Bottle,"2025-02-14, 20:45","2025-02-14, 21:15","95ml, formula",,,95
Feeding,Bottle,"2025-02-14, 17:45","2025-02-14, 18:15","110ml, formula",,,110
Feeding,Bottle,"2025-02-14, 15:00","2025-02-14, 15:20","100ml, formula",,,100
Feeding,Bottle,"2025-02-14, 12:15","2025-02-14, 12:49","100ml, formula",,,100
Feeding,Bottle,"2025-02-14, 09:30","2025-02-14, 09:50","100ml, formula",,,100
Feeding,Bottle,"2025-02-14, 07:20","2025-02-14, 07:40","50ml, formula",,,50
Feeding,Bottle,"2025-02-14, 03:45","2025-02-14, 04:00","50ml, formula",,,50
Feeding,Bottle,"2025-02-14, 00:50","2025-02-14, 01:20","35ml, formula",,,35
Feeding,Bottle,"2025-02-13, 21:10","2025-02-13, 21:30","80ml, formula",,,80
Feeding,Bottle,"2025-02-13, 18:20","2025-02-13, 18:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-13, 15:30","2025-02-13, 16:00","120ml, formula",,,120
Feeding,Bottle,"2025-02-13, 13:00","2025-02-13, 13:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-13, 09:45","2025-02-13, 10:15","80ml, formula",,,80
Feeding,Bottle,"2025-02-13, 07:30","2025-02-13, 08:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-13, 04:10","2025-02-13, 04:33","70ml, formula",,,70
Feeding,Bottle,"2025-02-13, 00:30","2025-02-13, 01:00","70ml, formula",,,70
Feeding,Bottle,"2025-02-12, 20:50","2025-02-12, 21:10","120ml, formula",,,120
Feeding,Bottle,"2025-02-12, 18:00","2025-02-12, 18:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-12, 14:45","2025-02-12, 15:05","120ml, formula",,,120
Feeding,Bottle,"2025-02-12, 12:05","2025-02-12, 12:35","90ml, formula",,,90
Feeding,Bottle,"2025-02-12, 09:15","2025-02-12, 09:45","90ml, formula",,,90
Feeding,Bottle,"2025-02-12, 06:00","2025-02-12, 06:30","80ml, formula",,,80
Feeding,Bottle,"2025-02-12, 03:00","2025-02-12, 03:30","60ml, formula",,,60
Feeding,Bottle,"2025-02-11, 23:15","2025-02-11, 23:45","50ml, formula",,,50
Feeding,Bottle,"2025-02-11, 20:15","2025-02-11, 20:40","100ml, formula",,,100
Feeding,Bottle,"2025-02-11, 18:15","2025-02-11, 18:45","120ml, formula",,,120
Feeding,Bottle,"2025-02-11, 14:50","2025-02-11, 15:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-11, 11:50","2025-02-11, 12:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-11, 07:50","2025-02-11, 08:20","60ml, formula",,,60
Feeding,Bottle,"2025-02-11, 04:15","2025-02-11, 04:45","60ml, formula",,,60
Feeding,Bottle,"2025-02-11, 00:35","2025-02-11, 00:55","60ml, formula",,,60
Feeding,Bottle,"2025-02-10, 20:40","2025-02-10, 21:00","120ml, formula",,,120
Feeding,Bottle,"2025-02-10, 17:45","2025-02-10, 18:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-10, 14:40","2025-02-10, 15:10","120ml, formula",,,120
Feeding,Bottle,"2025-02-10, 11:15","2025-02-10, 11:45","65ml, formula",,,65
Feeding,Bottle,"2025-02-10, 08:30","2025-02-10, 09:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-10, 06:00","2025-02-10, 06:20","50ml, formula",,,50
Feeding,Bottle,"2025-02-10, 02:20","2025-02-10, 02:50","60ml, formula",,,60
Feeding,Bottle,"2025-02-09, 22:30","2025-02-09, 23:00","40ml, formula",,,40
Feeding,Bottle,"2025-02-09, 20:15","2025-02-09, 20:40","70ml, formula",,,70
Feeding,Bottle,"2025-02-09, 18:00","2025-02-09, 18:20","70ml, formula",,,70
Feeding,Bottle,"2025-02-09, 16:00","2025-02-09, 16:28","70ml, formula",,,70
Feeding,Bottle,"2025-02-09, 13:15","2025-02-09, 13:45","120ml, formula",,,120
Feeding,Bottle,"2025-02-09, 10:20","2025-02-09, 10:50","80ml, formula",,,80
Feeding,Bottle,"2025-02-09, 07:50","2025-02-09, 08:10","100ml, formula",,,100
Feeding,Bottle,"2025-02-09, 04:35","2025-02-09, 05:05","100ml, formula",,,100
Feeding,Bottle,"2025-02-09, 01:00","2025-02-09, 01:25","50ml, formula",,,50
Feeding,Bottle,"2025-02-08, 21:35","2025-02-08, 21:50","80ml, formula",,,80
Feeding,Bottle,"2025-02-08, 18:15","2025-02-08, 18:35","60ml, formula",,,60
Feeding,Bottle,"2025-02-08, 15:45","2025-02-08, 16:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-08, 13:15","2025-02-08, 13:45","100ml, formula",,,100
Feeding,Bottle,"2025-02-08, 10:50","2025-02-08, 11:20","100ml, formula",,,100
Feeding,Bottle,"2025-02-08, 08:15","2025-02-08, 08:45","95ml, formula",,,95
Feeding,Bottle,"2025-02-08, 04:20","2025-02-08, 04:50","95ml, formula",,,95
Feeding,Bottle,"2025-02-08, 01:25","2025-02-08, 01:40","80ml, formula",,,80
Feeding,Bottle,"2025-02-07, 21:30","2025-02-07, 22:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-07, 19:30","2025-02-07, 20:00","120ml, formula",,,120
Feeding,Bottle,"2025-02-07, 17:00","2025-02-07, 17:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-07, 14:00","2025-02-07, 14:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-07, 11:55","2025-02-07, 12:15","80ml, formula",,,80
Feeding,Bottle,"2025-02-07, 09:30","2025-02-07, 10:20","110ml, formula",,,110
Feeding,Bottle,"2025-02-07, 07:25","2025-02-07, 07:40","40ml, formula",,,40
Feeding,Bottle,"2025-02-07, 04:10","2025-02-07, 04:50","80ml, formula",,,80
Feeding,Bottle,"2025-02-07, 01:10","2025-02-07, 01:20","25ml, formula",,,25
Feeding,Bottle,"2025-02-06, 21:15","2025-02-06, 21:45","90ml, formula",,,90
Feeding,Bottle,"2025-02-06, 18:45","2025-02-06, 19:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-06, 16:15","2025-02-06, 16:45","140ml, formula",,,140
Feeding,Bottle,"2025-02-06, 13:15","2025-02-06, 13:45","110ml, formula",,,110
Feeding,Bottle,"2025-02-06, 11:10","2025-02-06, 11:40","50ml, formula",,,50
Feeding,Bottle,"2025-02-06, 08:25","2025-02-06, 08:55","70ml, formula",,,70
Feeding,Bottle,"2025-02-06, 05:20","2025-02-06, 05:50","60ml, formula",,,60
Feeding,Bottle,"2025-02-06, 01:40","2025-02-06, 01:55","50ml, formula",,,50
Feeding,Bottle,"2025-02-05, 22:00","2025-02-05, 22:15","30ml, formula",,,30
Feeding,Bottle,"2025-02-05, 19:45","2025-02-05, 20:15","120ml, formula",,,120
Feeding,Bottle,"2025-02-05, 17:15","2025-02-05, 17:30","120ml, formula",,,120
Feeding,Bottle,"2025-02-05, 15:20","2025-02-05, 15:35","55ml, formula",,,55
Feeding,Bottle,"2025-02-05, 13:30","2025-02-05, 14:00","70ml, formula",,,70
Feeding,Bottle,"2025-02-05, 11:30","2025-02-05, 11:45","55ml, formula",,,55
Feeding,Bottle,"2025-02-05, 09:10","2025-02-05, 09:50","80ml, formula",,,80
Feeding,Bottle,"2025-02-05, 06:50","2025-02-05, 07:10","60ml, formula",,,60
Feeding,Bottle,"2025-02-05, 03:10","2025-02-05, 03:40","60ml, formula",,,60
Feeding,Bottle,"2025-02-04, 23:40","2025-02-04, 23:50","40ml, formula",,,40
Feeding,Bottle,"2025-02-04, 19:40","2025-02-04, 20:10","100ml, formula",,,100
Feeding,Bottle,"2025-02-04, 17:45","2025-02-04, 18:10","80ml, formula",,,80
Feeding,Bottle,"2025-02-04, 15:50","2025-02-04, 16:05","100ml, formula",,,100
Feeding,Bottle,"2025-02-04, 13:15","2025-02-04, 13:45","80ml, formula",,,80
Feeding,Bottle,"2025-02-04, 11:15","2025-02-04, 11:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-04, 09:15","2025-02-04, 09:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-04, 06:15","2025-02-04, 06:45","50ml, formula",,,50
Feeding,Bottle,"2025-02-04, 02:55","2025-02-04, 03:10","30ml, formula",,,30
Feeding,Bottle,"2025-02-03, 23:00","2025-02-03, 23:30","40ml, formula",,,40
Feeding,Bottle,"2025-02-03, 19:50","2025-02-03, 20:50","140ml, formula",,,140
Feeding,Bottle,"2025-02-03, 17:00","2025-02-03, 17:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-03, 14:40","2025-02-03, 15:10","80ml, formula",,,80
Feeding,Bottle,"2025-02-03, 12:45","2025-02-03, 13:15","80ml, formula",,,80
Feeding,Bottle,"2025-02-03, 09:10","2025-02-03, 09:40","120ml, formula",,,120
Feeding,Bottle,"2025-02-03, 05:40","2025-02-03, 06:00","40ml, formula",,,40
Feeding,Bottle,"2025-02-03, 02:45","2025-02-03, 03:00","35ml, formula",,,35
Feeding,Bottle,"2025-02-02, 22:20","2025-02-02, 22:30","40ml, formula",,,40
Feeding,Bottle,"2025-02-02, 20:40","2025-02-02, 21:10","70ml, formula",,,70
Feeding,Bottle,"2025-02-02, 19:15","2025-02-02, 19:30","45ml, formula",,,45
Feeding,Bottle,"2025-02-02, 17:30","2025-02-02, 18:00","120ml, formula",,,120
Feeding,Bottle,"2025-02-02, 15:25","2025-02-02, 15:40","55ml, formula",,,55
Feeding,Bottle,"2025-02-02, 13:15","2025-02-02, 13:30","70ml, formula",,,70
Feeding,Bottle,"2025-02-02, 10:30","2025-02-02, 11:00","80ml, formula",,,80
Feeding,Bottle,"2025-02-02, 06:50","2025-02-02, 07:05","40ml, formula",,,40
Feeding,Bottle,"2025-02-02, 03:55","2025-02-02, 04:30","65ml, formula",,,65
Feeding,Bottle,"2025-02-02, 01:00","2025-02-02, 01:10","30ml, formula",,,30
Feeding,Bottle,"2025-02-01, 21:05","2025-02-01, 21:35","120ml, formula",,,120
Feeding,Bottle,"2025-02-01, 19:45","2025-02-01, 20:00","50ml, formula",,,50
Feeding,Bottle,"2025-02-01, 18:20","2025-02-01, 18:50","70ml, formula",,,70
Feeding,Bottle,"2025-02-01, 16:00","2025-02-01, 16:30","110ml, formula",,,110
Feeding,Bottle,"2025-02-01, 13:30","2025-02-01, 14:00","90ml, formula",,,90
Feeding,Bottle,"2025-02-01, 10:45","2025-02-01, 11:25","110ml, formula",,,110
Feeding,Bottle,"2025-02-01, 08:00","2025-02-01, 08:15","50ml, formula",,,50
Feeding,Bottle,"2025-02-01, 03:55","2025-02-01, 04:30","65ml, formula",,,65
Feeding,Bottle,"2025-02-01, 00:25","2025-02-01, 00:35","25ml, formula",,,25
Feeding,Bottle,"2025-01-31, 20:35","2025-01-31, 22:00","100ml, formula",,,100
Feeding,Bottle,"2025-01-31, 18:20","2025-01-31, 18:50","100ml, formula",,,100
Feeding,Bottle,"2025-01-31, 15:50","2025-01-31, 16:25","110ml, formula",,,110
Feeding,Bottle,"2025-01-31, 13:30","2025-01-31, 14:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-31, 11:15","2025-01-31, 11:40","70ml, formula",,,70
Feeding,Bottle,"2025-01-31, 09:00","2025-01-31, 09:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-31, 06:05","2025-01-31, 06:35","45ml, formula",,,45
Feeding,Bottle,"2025-01-31, 03:20","2025-01-31, 03:50","90ml, formula",,,90
Feeding,Bottle,"2025-01-30, 23:40","2025-01-31, 00:00","35ml, formula",,,35
Feeding,Bottle,"2025-01-30, 20:10","2025-01-30, 20:50","110ml, formula",,,110
Feeding,Bottle,"2025-01-30, 18:15","2025-01-30, 18:45","75ml, formula",,,75
Feeding,Bottle,"2025-01-30, 16:05","2025-01-30, 17:00","110ml, formula",,,110
Feeding,Bottle,"2025-01-30, 13:15","2025-01-30, 13:45","110ml, formula",,,110
Feeding,Bottle,"2025-01-30, 09:45","2025-01-30, 10:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-30, 08:15","2025-01-30, 08:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-30, 04:35","2025-01-30, 05:20","60ml, formula",,,60
Feeding,Bottle,"2025-01-30, 01:15","2025-01-30, 01:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-29, 21:30","2025-01-29, 21:50","70ml, formula",,,70
Feeding,Bottle,"2025-01-29, 19:10","2025-01-29, 19:50","110ml, formula",,,110
Feeding,Bottle,"2025-01-29, 16:15","2025-01-29, 16:45","100ml, formula",,,100
Feeding,Bottle,"2025-01-29, 14:00","2025-01-29, 14:30","90ml, formula",,,90
Feeding,Bottle,"2025-01-29, 11:30","2025-01-29, 12:00","110ml, formula",,,110
Feeding,Bottle,"2025-01-29, 08:45","2025-01-29, 09:30","90ml, formula",,,90
Feeding,Bottle,"2025-01-29, 05:30","2025-01-29, 05:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-29, 02:00","2025-01-29, 02:45","90ml, formula",,,90
Feeding,Bottle,"2025-01-28, 21:15","2025-01-28, 21:34","50ml, formula",,,50
Feeding,Bottle,"2025-01-28, 19:30","2025-01-28, 20:00","100ml, formula",,,100
Feeding,Bottle,"2025-01-28, 17:45","2025-01-28, 18:10","70ml, formula",,,70
Feeding,Bottle,"2025-01-28, 15:30","2025-01-28, 15:50","100ml, formula",,,100
Feeding,Bottle,"2025-01-28, 12:10","2025-01-28, 12:30","80ml, formula",,,80
Feeding,Bottle,"2025-01-28, 09:00","2025-01-28, 10:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-28, 06:00","2025-01-28, 06:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-28, 02:35","2025-01-28, 03:05","50ml, formula",,,50
Feeding,Bottle,"2025-01-27, 23:05","2025-01-27, 23:40","60ml, formula",,,60
Feeding,Bottle,"2025-01-27, 20:30","2025-01-27, 21:00","80ml, formula",,,80
Feeding,Bottle,"2025-01-27, 18:45","2025-01-27, 19:10","100ml, formula",,,100
Feeding,Bottle,"2025-01-27, 16:15","2025-01-27, 16:35","40ml, formula",,,40
Feeding,Bottle,"2025-01-27, 14:55","2025-01-27, 15:15","70ml, formula",,,70
Feeding,Bottle,"2025-01-27, 12:40","2025-01-27, 13:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-27, 10:15","2025-01-27, 10:35","90ml, formula",,,90
Feeding,Bottle,"2025-01-27, 06:55","2025-01-27, 07:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-27, 03:15","2025-01-27, 03:45","75ml, formula",,,75
Feeding,Bottle,"2025-01-27, 00:15","2025-01-27, 00:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-26, 20:35","2025-01-26, 21:25","115ml, formula",,,115
Feeding,Bottle,"2025-01-26, 17:45","2025-01-26, 18:10","100ml, formula",,,100
Feeding,Bottle,"2025-01-26, 15:00","2025-01-26, 15:30","110ml, formula",,,110
Feeding,Bottle,"2025-01-26, 12:15","2025-01-26, 12:35","100ml, formula",,,100
Feeding,Bottle,"2025-01-26, 09:30","2025-01-26, 10:00","80ml, formula",,,80
Feeding,Bottle,"2025-01-26, 05:45","2025-01-26, 06:10","60ml, formula",,,60
Feeding,Bottle,"2025-01-26, 02:00","2025-01-26, 02:30","80ml, formula",,,80
Feeding,Bottle,"2025-01-25, 22:00","2025-01-25, 22:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-25, 20:30","2025-01-25, 21:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-25, 19:00","2025-01-25, 19:20","80ml, formula",,,80
Feeding,Bottle,"2025-01-25, 16:55","2025-01-25, 17:15","80ml, formula",,,80
Feeding,Bottle,"2025-01-25, 15:00","2025-01-25, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-25, 13:45","2025-01-25, 14:10","90ml, formula",,,90
Feeding,Bottle,"2025-01-25, 11:15","2025-01-25, 11:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-25, 08:30","2025-01-25, 09:00","90ml, formula",,,90
Feeding,Bottle,"2025-01-25, 04:45","2025-01-25, 05:15","60ml, formula",,,60
Feeding,Bottle,"2025-01-25, 02:00","2025-01-25, 02:20","40ml, formula",,,40
Feeding,Bottle,"2025-01-24, 22:00","2025-01-24, 22:40","80ml, formula",,,80
Feeding,Bottle,"2025-01-24, 20:00","2025-01-24, 20:30","120ml, formula",,,120
Feeding,Bottle,"2025-01-24, 17:10","2025-01-24, 17:50","100ml, formula",,,100
Feeding,Bottle,"2025-01-24, 14:30","2025-01-24, 15:00","90ml, formula",,,90
Feeding,Bottle,"2025-01-24, 11:30","2025-01-24, 12:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-24, 09:00","2025-01-24, 09:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-24, 05:55","2025-01-24, 06:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-24, 02:55","2025-01-24, 03:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-23, 23:05","2025-01-23, 23:30","65ml, formula",,,65
Feeding,Bottle,"2025-01-23, 20:05","2025-01-23, 20:35","100ml, formula",,,100
Feeding,Bottle,"2025-01-23, 17:15","2025-01-23, 17:45","80ml, formula",,,80
Feeding,Bottle,"2025-01-23, 15:00","2025-01-23, 15:30","70ml, formula",,,70
Feeding,Bottle,"2025-01-23, 12:45","2025-01-23, 13:04","75ml, formula",,,75
Feeding,Bottle,"2025-01-23, 10:00","2025-01-23, 10:30","110ml, formula",,,110
Feeding,Bottle,"2025-01-23, 06:30","2025-01-23, 07:00","50ml, formula",,,50
Feeding,Bottle,"2025-01-23, 03:30","2025-01-23, 04:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-22, 23:45","2025-01-22, 23:55","10ml, formula",,,10
Feeding,Bottle,"2025-01-22, 20:45","2025-01-22, 22:15","110ml, formula",,,110
Feeding,Bottle,"2025-01-22, 17:45","2025-01-22, 19:25","110ml, formula",,,110
Feeding,Bottle,"2025-01-22, 14:45","2025-01-22, 15:15","90ml, formula",,,90
Feeding,Bottle,"2025-01-22, 11:50","2025-01-22, 12:20","110ml, formula",,,110
Feeding,Bottle,"2025-01-22, 08:10","2025-01-22, 08:20","90ml, formula",,,90
Feeding,Bottle,"2025-01-22, 05:10","2025-01-22, 05:20","30ml, formula",,,30
Feeding,Bottle,"2025-01-22, 01:30","2025-01-22, 02:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-21, 21:10","2025-01-21, 21:30","40ml, formula",,,40
Feeding,Bottle,"2025-01-21, 18:50","2025-01-21, 19:20","100ml, formula",,,100
Feeding,Bottle,"2025-01-21, 16:15","2025-01-21, 16:45","110ml, formula",,,110
Feeding,Bottle,"2025-01-21, 13:30","2025-01-21, 14:00","60ml, formula",,,60
Feeding,Bottle,"2025-01-21, 11:15","2025-01-21, 11:45","90ml, formula",,,90
Feeding,Bottle,"2025-01-21, 08:30","2025-01-21, 09:00","100ml, formula",,,100
Feeding,Bottle,"2025-01-21, 05:50","2025-01-21, 06:20","50ml, formula",,,50
Feeding,Bottle,"2025-01-21, 02:45","2025-01-21, 03:15","50ml, formula",,,50
Feeding,Bottle,"2025-01-20, 23:30","2025-01-21, 00:00","35ml, formula",,,35
Feeding,Bottle,"2025-01-20, 22:00","2025-01-20, 22:30","60ml, formula",,,60
Feeding,Bottle,"2025-01-20, 20:20","2025-01-20, 20:55","70ml, formula",,,70
Feeding,Bottle,"2025-01-20, 18:45","2025-01-20, 19:15","60ml, formula",,,60
Feeding,Bottle,"2025-01-20, 15:50","2025-01-20, 16:25","100ml, formula",,,100
Feeding,Bottle,"2025-01-20, 13:40","2025-01-20, 14:10","65ml, formula",,,65
Feeding,Bottle,"2025-01-20, 10:50","2025-01-20, 11:20","50ml, formula",,,50
Feeding,Bottle,"2025-01-20, 08:50","2025-01-20, 09:20","90ml, formula",,,90
Feeding,Bottle,"2025-01-20, 05:30","2025-01-20, 05:50","90ml, formula",,,90
Feeding,Bottle,"2025-01-20, 01:45","2025-01-20, 02:15","90ml, formula",,,90
Feeding,Bottle,"2025-01-19, 21:50","2025-01-19, 22:20","80ml, formula",,,80
Feeding,Bottle,"2025-01-19, 19:25","2025-01-19, 19:50","50ml, formula",,,50
Feeding,Bottle,"2025-01-19, 17:00","2025-01-19, 17:30","90ml, formula",,,90
Feeding,Bottle,"2025-01-19, 15:15","2025-01-19, 15:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-19, 12:15","2025-01-19, 12:45","70ml, formula",,,70
Feeding,Bottle,"2025-01-19, 09:05","2025-01-19, 09:30","110ml, formula",,,110
Feeding,Bottle,"2025-01-19, 06:50","2025-01-19, 07:20","50ml, formula",,,50
Feeding,Bottle,"2025-01-19, 03:20","2025-01-19, 03:50","80ml, formula",,,80
Feeding,Bottle,"2025-01-19, 00:45","2025-01-19, 01:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-18, 21:15","2025-01-18, 21:25","70ml, formula",,,70
Feeding,Bottle,"2025-01-18, 19:45","2025-01-18, 20:15","45ml, formula",,,45
Feeding,Bottle,"2025-01-18, 17:50","2025-01-18, 18:20","70ml, formula",,,70
Feeding,Bottle,"2025-01-18, 15:40","2025-01-18, 15:55","70ml, formula",,,70
Feeding,Bottle,"2025-01-18, 12:45","2025-01-18, 13:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-18, 09:00","2025-01-18, 09:30","50ml, formula",,,50
Feeding,Bottle,"2025-01-18, 06:30","2025-01-18, 06:55","50ml, formula",,,50
Feeding,Bottle,"2025-01-18, 03:00","2025-01-18, 03:30","45ml, formula",,,45
Feeding,Bottle,"2025-01-17, 23:40","2025-01-18, 00:00","50ml, formula",,,50
Feeding,Bottle,"2025-01-17, 20:20","2025-01-17, 21:15","110ml, formula",,,110
Feeding,Bottle,"2025-01-17, 18:30","2025-01-17, 19:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-17, 15:15","2025-01-17, 15:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-17, 12:15","2025-01-17, 12:45","50ml, formula",,,50
Feeding,Bottle,"2025-01-17, 09:30","2025-01-17, 10:00","70ml, formula",,,70
Feeding,Bottle,"2025-01-17, 06:25","2025-01-17, 06:45","60ml, formula",,,60
Feeding,Bottle,"2025-01-17, 03:40","2025-01-17, 04:05","55ml, formula",,,55
Feeding,Bottle,"2025-01-17, 00:00","2025-01-17, 00:15","25ml, formula",,,25
Feeding,Bottle,"2025-01-16, 22:00","2025-01-16, 22:10","10ml, formula",,,10
Feeding,Bottle,"2025-01-16, 20:45","2025-01-16, 21:45","80ml, formula",,,80
